city_name,number,lat,lon,temp,humidity,wind_speed,clouds
kurilsk,500,45.23,147.88,11.71,83,2.51,0
codrington,501,-28.95,153.24,19.49,33,4.6,0
belyy yar,502,53.6,91.39,17,77,3,40
ellwangen,503,47.98,9.94,10.68,93,1.27,0
fukue,504,35.03,136.69,26.38,83,4.1,75
epe,505,52.18,7.04,13.37,82,2.6,75
alofi,506,-19.06,-169.92,26,74,5.1,75
oistins,507,13.07,-59.53,27.06,78,9.8,75
bur gabo,508,,,,,,
pemangkat,509,,,,,,
huangmei,510,30.1,115.95,29.11,75,3.15,100
dapaong,511,10.86,0.2,23.01,90,2.66,100
san luis,512,-33.3,-66.34,10.41,50,2.36,0
nyakahanga,513,-1,29.54,15.71,76,1.27,0
imbituba,514,-28.24,-48.67,15,100,2.1,75
timmins,515,48.48,-81.33,20,64,3.1,75
moree,516,-29.46,149.84,14.49,50,6.7,0
zharkent,517,44.17,80,17.51,50,2.45,0
dzhebariki-khaya,518,62.22,135.8,25.81,36,3.47,88
kuito,519,-12.38,16.94,9.11,35,2.32,0
lyuban,520,52.8,28,11.31,88,0.76,6
deneysville,521,-26.89,28.1,6.51,35,3.89,0
khartoum,522,15.59,32.54,28,58,5.1,0
susanville,523,40.42,-120.65,24.3,21,4.6,1
dejen,524,10.16,38.15,15.61,95,0.73,71
saint-augustin,525,45.63,-73.98,19.82,82,1.5,75
maraa,526,-1.83,-65.37,22.71,96,1.02,1
drochia,527,48.03,27.81,12.11,92,3.5,0
saint-denis,528,48.94,2.36,11.61,81,3.1,0
albury,529,-36.08,146.92,11.71,76,4.6,75
astana,530,51.13,71.43,25,47,4,0
jinchengjiang,531,,,,,,
port elizabeth,532,39.31,-74.98,22.37,73,2.6,1
vitorino freire,533,-4.04,-45.24,22.21,97,1.83,8
yerofey pavlovich,534,53.97,121.97,25.11,50,1.4,24
bulungu,535,-4.54,18.6,23.91,56,0.65,10
sao joao da barra,536,-21.64,-41.05,20.01,75,0.4,38
saint-paul,537,45.22,1.9,11.82,93,1.5,0
bowen,538,-20.01,148.25,19.82,45,5.7,0
kaeo,539,-35.1,173.78,15.74,67,4.02,0
san cristobal,540,14.68,-86.92,20.01,88,2.21,100
tombouctou,541,16.77,-3.01,31.81,40,5.74,0
mount gambier,542,-37.83,140.78,12,81,5.7,90
alta floresta,543,-9.87,-56.08,21.11,46,0.84,0
umm bab,544,25.21,50.81,31,40,4.1,1
isabela,545,10.2,122.99,27.61,80,11.26,100
belaya gora,546,68.54,146.19,14.91,47,7.62,93
orlik,547,53.95,17.74,13.57,82,2.6,0
lakshmipur,548,22.94,90.83,31.11,73,4.25,31
tarakan,549,3.3,117.63,29,70,2.6,20
vytegra,550,61.01,36.45,11.41,78,2.52,0
hungund,551,16.07,76.05,25.41,74,6.14,100
kyaikto,552,17.31,97.01,25.31,90,1.96,100
mazagao,553,-0.12,-51.29,27,100,3.1,40
narbonne,554,43.18,3,18.94,55,2.6,0
pueblo nuevo,555,-32.93,-68.73,6,62,1,0
greenville,556,34.85,-82.4,22.95,83,1.69,1
sun city west,557,33.66,-112.34,40.25,15,5.1,1
najran,558,17.54,44.22,29,20,2.67,40
morondava,559,-20.3,44.28,20.31,88,3.47,1
jacmel,560,18.24,-72.54,26.67,81,3.11,0
diveyevo,561,55.04,43.25,14.21,75,0.88,0
sosva,562,59.17,61.86,21.61,83,5.68,100
axim,563,4.87,-2.24,24.21,87,3.65,100
bairiki,564,,,,,,
vigrestad,565,58.57,5.7,11.08,93,4.6,40
agadir,566,30.42,-9.58,19,82,2.6,0
limon,567,39.26,-103.69,18.91,77,2.77,40
mandera,568,3.94,41.86,23.61,68,6.21,82
nguruka,569,-5.11,31.04,16.71,55,3.69,1
ust-omchug,570,61.13,149.63,16.91,68,3.41,91
kigoma,571,-4.88,29.64,18,82,6.1,0
deputatskiy,572,69.3,139.9,6.81,83,7.18,100
sulmona,573,42.05,13.93,17.28,77,2.6,96
nuuk,574,64.17,-51.74,8,81,2.6,40
husavik,575,50.56,-96.99,22.17,57,1.34,0
salinas,576,36.67,-121.66,20.97,64,7.2,1
santiago del estero,577,-27.8,-64.26,13.21,64,1.58,10
suntar,578,62.16,117.65,23.31,37,2.59,0
sabzevar,579,36.21,57.68,28.11,27,0.53,0
cooma,580,-36.24,149.13,12,37,9.8,0
leona vicario,581,20.99,-87.21,28.2,79,2.6,40
beaupre,582,47.04,-70.9,18.66,72,3.6,5
dalby,583,-27.18,151.26,14,37,4.6,0
minab,584,27.15,57.07,31.59,79,0.36,0
alice springs,585,-23.7,133.88,14,47,5.7,0
salina cruz,586,16.18,-95.2,26.21,85,1.42,66
tidore,587,,,,,,
oksfjord,588,70.24,22.35,8.56,75,1,55
zaysan,589,47.47,84.87,26.31,25,3.2,0
banjarmasin,590,-3.32,114.59,28,65,2.6,20
tallahassee,591,30.44,-84.28,26.52,94,1.59,40
ban tak,592,17.04,99.08,26,83,1,75
selma,593,32.41,-87.02,24.24,94,2.1,74
zahnitkiv,594,48.04,28.9,10.56,93,1.46,0
lebedyan,595,53.01,39.13,13,82,1,0
natal,596,-5.81,-35.21,24,78,3.1,75
camana,597,,,,,,
vila velha,598,-3.71,-38.6,27.72,78,6.2,75
hondo,599,29.35,-99.14,29.27,58,6.2,1
urengoy,600,65.96,78.37,28.71,53,2.49,76
salalah,601,17.01,54.1,26,94,2.1,90
yarada,602,17.65,83.27,30,66,3.6,20
evensk,603,61.92,159.24,11.31,88,2.86,100
zhezkazgan,604,47.8,67.71,25,27,3,0
half moon bay,605,37.46,-122.43,18.21,93,5.1,90
zonguldak,606,41.25,31.83,20.41,71,1.82,0
little current,607,45.98,-81.93,18.71,93,4.6,75
port blair,608,11.67,92.75,28,83,3.1,75
kingisepp,609,59.38,28.61,12.01,75,2.7,95
senneterre,610,48.39,-77.24,21,60,2.6,1
tilichiki,611,60.47,166.1,18.41,60,3.64,91
kyabram,612,-36.31,145.05,13.89,75,4.47,100
labytnangi,613,66.66,66.39,15.21,76,2.12,55
vredendal,614,-31.68,18.49,13.81,84,4.07,0
kyshtovka,615,56.56,76.62,20.81,71,2.41,0
salto,616,-23.2,-47.29,17.21,87,4.6,75
marondera,617,-18.19,31.55,5.41,87,1.54,0
alcaniz,618,41.05,-0.13,16.66,85,3.54,37
ayan,619,38.23,44.7,12.71,56,1.16,0
quepos,620,9.43,-84.16,19.46,100,2.6,100
kovylkino,621,54.04,43.91,15.31,75,1.11,6
yarkovo,622,54.81,82.6,20,72,1,40
sinnamary,623,5.38,-52.96,27.21,77,5.53,100
beyneu,624,45.32,55.19,27.51,35,7.52,0
coihaique,625,-45.58,-72.07,5.42,87,3.1,100
san ignacio,626,-5.15,-79,14.01,95,0.87,31
hualmay,627,-11.1,-77.61,16.71,84,5.76,75
tautira,628,-17.73,-149.15,26.83,65,6.2,20
impfondo,629,1.62,18.06,22.21,84,1.03,100
nenjiang,630,49.17,125.23,22.31,86,2.77,87
homer,631,59.64,-151.54,15.03,67,4.1,90
ijaki,632,,,,,,
balotra,633,25.83,72.24,30.11,59,11.17,89
rondonopolis,634,-16.46,-54.64,21.51,50,0.29,29
sayyan,635,15.17,44.32,22.81,64,0.91,40
malanje,636,-9.54,16.35,14.81,82,1.67,59
burica,637,,,,,,
neiafu,638,-18.65,-173.98,25,88,2.1,75
comodoro rivadavia,639,-45.87,-67.48,12,54,7.7,0
ulaangom,640,49.98,92.07,20.01,43,2.93,9
tall kayf,641,37.08,41.07,20,49,3.6,0
gordeyevka,642,52.96,31.97,13.11,94,0.61,96
belushya guba,643,,,,,,
sao jose da coroa grande,644,-8.9,-35.15,19.51,91,1.33,96
asosa,645,10.07,34.53,17.41,92,1.14,64
kondratovo,646,,,,,,
trabzon,647,41.01,39.72,22.12,68,5.1,40
powell,648,40.16,-83.08,23.5,73,2.57,1
abu zabad,649,12.35,29.25,25.51,68,2.83,46
neuquen,650,-38.95,-68.06,4,80,1.37,0
pahrump,651,36.21,-115.98,35.53,4,5.7,1
tres arroyos,652,-38.38,-60.28,4.91,73,2.73,0
emerald,653,-23.53,148.16,17.36,42,6.7,77
otautau,654,-46.14,168,7.22,83,2.24,100
beloha,655,-25.17,45.06,17.01,72,3.9,0
petropavl,656,54.87,69.13,23,60,7,0
saskylakh,657,71.97,114.09,10.81,70,2.35,100
tetiz,658,20.96,-89.93,28.74,70,3.6,40
yenotayevka,659,47.24,47.04,23.21,54,3.16,95
dunhua,660,43.37,128.23,23.61,75,1.7,87
jinchang,661,38.52,102.19,23.01,33,3.89,83
nishihara,662,35.74,139.53,21.62,94,1.5,75
zachagansk,663,,,,,,
sambava,664,-14.27,50.17,16.11,87,1.66,98
huaicheng,665,23.91,112.19,32.11,64,0.83,88
bonthe,666,7.53,-12.5,24.31,88,2.92,67
phan thiet,667,10.93,108.1,27.81,71,4.54,98
maloh,668,9.06,122.99,26,88,2.1,90
odienne,669,9.51,-7.57,21.51,94,2.3,100
angoche,670,-16.23,39.91,18.01,93,1.7,35
kazachinskoye,671,57.69,93.28,17.91,92,2.3,79
culiacan,672,24.8,-107.39,30.37,72,0.45,1
vestmanna,673,62.16,-7.17,11,100,4.1,90
karratha,674,-20.74,116.85,24.21,14,9.85,0
fairbanks,675,64.84,-147.72,24.79,36,2.6,1
kongolo,676,-5.39,27,21.21,50,2.41,18
tiznit,677,29.7,-9.73,19.81,91,1.75,0
raga,678,,,,,,
chunian,679,30.96,73.98,31.11,63,4.84,0
bonavista,680,48.65,-53.11,10.56,83,4.02,100
columbus,681,32.46,-84.99,24.75,100,1.5,1
tandlianwala,682,31.03,73.13,33.61,52,4.09,0
lanzhou,683,36.06,103.82,18,68,3,0
kieta,684,-6.22,155.63,27.81,73,2.18,3
latung,685,-8.45,120.42,30.51,42,1.76,20
tual,686,-5.67,132.75,25.31,84,9.58,44
dzhusaly,687,,,,,,
halalo,688,,,,,,
ingraj bazar,689,25,88.15,32.31,66,2.89,100
roches noires,690,,,,,,
zdvinsk,691,54.7,78.67,18.01,67,2.94,0
gisborne,692,-38.66,178.02,15.56,69,0.89,100
nisia floresta,693,-6.09,-35.21,24,78,3.1,75
yerbogachen,694,61.28,108.01,24.61,47,5.11,0
solnechnyy,695,50.72,136.64,27.11,56,2.15,82
sulangan,696,11.14,123.72,26.01,85,3.25,100
lodja,697,-3.52,23.6,22.31,69,0.73,0
samarai,698,-10.62,150.67,23.01,96,3.16,100
gao,699,16.28,-0.04,32.01,39,5.9,10
marawi,700,8,124.29,28.89,71,2.68,100
biak,701,-0.91,122.88,19.11,87,3.22,96
bolungarvik,702,,,,,,
ambovombe,703,-25.18,46.09,21.31,76,10.75,100
wenling,704,28.38,121.38,28.95,56,1.82,100
monterey,705,36.6,-121.89,19.9,64,7.2,1
araxa,706,-19.59,-46.94,19.21,49,0.82,100
qaqortoq,707,60.72,-46.03,10,71,3.1,98
old road,708,,,,,,
maracacume,709,-2.04,-45.96,21.91,97,0.82,89
sola,710,-3.17,33.8,16.51,71,3.29,25
spencer,711,42.24,-71.99,18.28,68,1.75,1
the valley,712,18.22,-63.06,28.38,70,4.1,20
mount isa,713,-20.73,139.49,20,22,5.7,0
artesia,714,32.84,-104.4,32,27,5.1,1
hamilton,715,43.26,-79.87,22.6,64,3.1,90
menongue,716,-14.66,17.68,7.21,41,1.82,0
novokuznetsk,717,53.76,87.14,18.41,64,2.38,68
mackenzie,718,55.34,-123.09,19.01,51,2.71,39
adrar,719,27.87,-0.29,34,9,3.6,0
ilulissat,720,69.22,-51.1,9,57,1,20
los llanos de aridane,721,28.66,-17.92,22,73,7.7,90
port keats,722,-14.25,129.55,25.31,21,6.82,0
polovinnoye,723,54.79,65.99,18.61,73,4.63,74
luanda,724,-8.83,13.24,22,88,1.5,75
dapdap,725,14.05,121.57,23.61,94,1.35,100
ceuta,726,23.9,-106.93,29.44,81,1.79,58
alice,727,-32.79,26.83,9.21,99,1.18,59
agadez,728,16.97,7.99,31,40,7.51,1
pop,729,40.87,71.1,27,44,2.1,0
inhambane,730,-23.87,35.38,14.41,92,0.99,0
waingapu,731,-9.65,120.26,26.61,55,6.34,19
tekeli,732,44.86,78.76,28.61,29,1.63,0
diest,733,50.98,5.05,11.93,100,0.5,3
tailai,734,46.39,123.41,26.01,66,1.48,100
ostrovnoy,735,68.05,39.51,6.01,97,4.32,100
munai,736,7.97,124.06,23.51,84,4.7,100
ushtobe,737,45.25,77.98,28.11,25,6.15,0
urzhum,738,57.11,50,14.11,87,5.38,98
blonduos,739,,,,,,
kharan,740,28.58,65.42,29.51,53,2.2,0
abaza,741,52.65,90.1,15.51,78,2.61,100
puerto escondido,742,15.86,-97.07,28,78,1.21,75
pangnirtung,743,66.15,-65.72,5.51,81,1.64,100
yumen,744,40.29,97.04,28.91,20,1.65,61
jumla,745,29.28,82.18,12.01,85,0.72,98
lewisporte,746,49.25,-55.06,15.39,100,3.1,90
klyuchi,747,52.25,79.17,22.11,55,3.93,0
nouadhibou,748,20.93,-17.03,20,88,6.7,20
rocha,749,-34.48,-54.34,5.51,94,2.38,0
vila do maio,750,15.13,-23.22,24,73,4.1,40
russell,751,38.9,-98.86,27.09,58,4.6,1
nadym,752,65.53,72.51,26.41,57,2.48,86
ratnagiri,753,16.98,73.3,27.61,83,4.79,100
ondorhaan,754,,,,,,
tazovskiy,755,67.47,78.7,13.01,86,3.24,100
andros town,756,24.73,-77.79,29.25,66,3.6,40
stokmarknes,757,68.56,14.91,8.89,90,4.06,100
erdenet,758,49.03,104.04,20.31,71,1.59,2
santa isabel do rio negro,759,-0.41,-65.02,22.51,97,0.73,100
challans,760,46.85,-1.88,14.41,77,2.1,0
atambua,761,-9.11,124.89,26.91,71,4.72,23
imeni poliny osipenko,762,52.42,136.49,21.51,80,2.33,100
pouso alegre,763,-22.23,-45.93,15.56,76,1.82,86
yuzhno-yeniseyskiy,764,,,,,,
dvinskoy,765,62.16,45.12,13.71,71,2.98,100
san quintin,766,17.54,120.52,29.41,73,3.91,82
henties bay,767,-22.12,14.28,10,97,0.45,7
ambilobe,768,-13.19,49.05,17.91,75,4.11,87
edd,769,13.93,41.69,30.61,53,0.71,52
navabad,770,,,,,,
cotonou,771,6.37,2.43,25,94,3.6,40
kamyzyak,772,46.12,48.08,21.75,56,4,40
tessalit,773,20.2,1.01,32.11,17,3.73,24
nouakchott,774,18.08,-15.98,23,83,2.6,0
nago,775,45.88,10.89,15.23,77,1,0
orchard homes,776,46.86,-114.05,18.75,77,1.19,1
goderich,777,43.74,-81.71,21.26,79,2.24,96
watari,778,38.04,140.87,23.56,88,2.1,75
teruel,779,40.34,-1.11,17.03,67,1.5,0
evanston,780,42.04,-87.69,25.12,54,6.2,20
prince rupert,781,54.32,-130.32,17,77,2.1,1
wulanhaote,782,,,,,,
nzerekore,783,7.76,-8.82,20.91,97,1.52,98
aflu,784,,,,,,
bria,785,6.54,21.99,19.71,96,0.47,100
teneguiban,786,,,,,,
toliary,787,,,,,,
taburi,788,,,,,,
cherskiy,789,68.75,161.3,10.91,53,7.04,100
gopalpur,790,24.18,89.13,31.91,71,3.76,47
riwaka,791,-41.08,173,13.83,85,0.45,27
aklavik,792,68.22,-135.01,22,64,6.2,40
tutoia,793,-2.76,-42.27,22.61,95,2.26,7
dauriya,794,49.93,116.85,27.31,37,0.82,0
waddan,795,29.16,16.14,25.91,58,3.12,12
dudinka,796,69.41,86.18,24,64,6,20
grand centre,797,,,,,,
arlit,798,18.74,7.39,34.21,20,3.74,84
karauzyak,799,,,,,,
karatuzskoye,800,53.61,92.87,17.71,76,1.49,0
pacific grove,801,36.62,-121.92,20.43,64,7.2,1
syedove,802,47.08,38.16,19.31,88,8.76,100
port shepstone,803,-30.74,30.45,12.61,93,1.35,40
borogontsy,804,62.67,131.17,26.41,44,1.72,41
itupiranga,805,-5.13,-49.33,24,94,0.64,0
dharchula,806,29.85,80.53,13.71,80,0.85,95
brigantine,807,39.41,-74.36,22.92,64,3.1,1
redwater,808,53.95,-113.11,15.9,87,1.5,75
merauke,809,-8.49,140.4,25.41,82,10.49,71
herat,810,34.35,62.22,27,21,1,0
sumenep,811,-7.02,113.87,29.61,44,3.88,48
subate,812,56.01,25.91,11.21,90,2.08,76
eldikan,813,,,,,,
marsa matruh,814,31.35,27.25,23,83,1.5,0
san francisco,815,1.17,-76.88,8.41,97,1.15,17
emporia,816,38.4,-96.18,24.99,73,1.5,1
ngunguru,817,-35.62,174.5,16.67,67,4.02,32
miandrivazo,818,-19.53,45.46,16.11,78,1.07,0
benguela,819,-12.58,13.4,19.71,86,1.81,1
metro,820,-5.11,105.31,27.81,67,3.9,0
orocue,821,4.79,-71.34,24.21,84,1.12,0
sao felix do xingu,822,-6.64,-51.99,21.81,64,1.45,13
rundu,823,-17.91,19.77,8,42,1,0
zverinogolovskoye,824,54.46,64.85,18.31,71,5.2,0
sharjah,825,25.36,55.39,30.71,66,4.6,0
beira,826,43.2,-8.36,16.6,93,4.6,20
livramento,827,-3.03,-60.18,25.51,88,1.86,20
rathdrum,828,52.93,-6.23,15.35,82,2.6,75
alamor,829,-4.02,-80.02,28.51,78,2.6,90
visby,830,57.64,18.3,11.38,82,5.1,35
arandis,831,-22.42,14.98,10,97,0.45,18
khandyga,832,62.65,135.58,26.11,22,4.53,88
videira,833,-27.01,-51.15,9.01,96,1.29,95
candawaga,834,,,,,,
taltal,835,-25.41,-70.49,9.51,89,1.05,62
yambio,836,,,,,,
victoria point,837,-27.58,153.3,20.68,28,4.6,0
maksatikha,838,57.8,35.88,10.61,87,0.88,0
jabinyanah,839,35.03,10.91,25,50,2.1,0
chissamba,840,,,,,,
pontal,841,-21.02,-48.04,21,64,3.1,0
guerrero negro,842,27.97,-114.04,19.51,87,6.83,0
adrian,843,41.9,-84.04,24.53,61,1.5,1
ust-nera,844,64.57,143.24,17.81,37,2.23,41
tayoltita,845,24.11,-105.93,21.21,99,1.2,100
lahij,846,13.06,44.88,30.41,45,0.75,100
benghazi,847,32.12,20.07,26.31,85,7.24,12
santa rosa,848,-36.62,-64.29,6.91,42,2.76,0
farafangana,849,-22.82,47.83,16.01,94,0.64,51
dwarka,850,28.58,77.04,28.6,83,6.2,75
lae,851,-6.72,146.98,27,69,2.6,75
halmeu,852,47.98,23,11.28,100,1.5,81
matinha,853,-3.1,-45.04,21.61,98,1.08,1
jawa,854,5.32,95.93,30.71,55,1.1,31
poddorye,855,57.47,31.12,10.41,89,0.5,53
banmo,856,,,,,,
chunskiy,857,56.08,99.63,22.21,62,1.13,71
lima,858,-12.06,-77.04,16,93,3.6,90
borba,859,-4.39,-59.59,22.61,95,0.25,0
cam ranh,860,11.92,109.15,33,52,1,75
tambopata,861,,,,,,
kumano,862,34.34,132.59,26.02,65,0.5,75
paragominas,863,-3,-47.35,21.41,95,1.2,100
salamanca,864,20.57,-101.19,15.28,93,2.2,90
shar,865,7.3,8.73,22.01,96,2.68,100
marienburg,866,52.12,9.98,12.71,82,5.1,75
kareli,867,42.02,43.89,14.01,89,1.62,0
rio grande,868,-32.03,-52.1,8,93,3.1,0
lenine,869,45.3,35.78,20.31,73,4.71,100
makarov,870,48.62,142.78,21.91,50,1.9,94
artyk,871,,,,,,
tezu,872,27.93,96.16,22.71,96,2.01,98
saint-pierre,873,48.95,4.24,8,93,3.6,0
karachi,874,24.87,67.03,30,70,8.2,75
pingliang,875,35.54,106.68,20.91,63,2.09,93
brunsbuttel,876,53.9,9.15,13.42,93,5.7,75
neryungri,877,56.66,124.71,25.91,57,0.77,0
hefei,878,31.82,117.22,30,62,3,99
auki,879,12.18,6.51,24.21,78,3.39,100
jining,880,35.41,116.58,33.41,41,2.85,100
mundgod,881,14.97,75.04,22,94,3.1,90
porto novo,882,-23.68,-45.44,16,93,1,75
ati,883,13.21,18.34,28.71,51,2.76,100
jalu,884,29.03,21.55,31.61,25,5.94,0
okhotsk,885,59.36,143.24,15.91,77,4.88,100
tukrah,886,,,,,,
saint-francois,887,46.42,3.91,10.04,87,1.12,0
sinkat,888,,,,,,
nouna,889,12.73,-3.87,24.81,70,3.88,100
namanyere,890,-7.51,31.05,13.11,65,4.18,3
azimur,891,,,,,,
turmalina,892,-17.29,-42.73,13.41,71,0.21,0
nhulunbuy,893,-12.18,136.78,25,61,7.7,75
houma,894,35.63,111.36,32.51,29,5.94,100
general roca,895,-39.03,-67.58,4,80,2.46,0
gurupi,896,-11.73,-49.07,22.81,36,1.35,0
papillion,897,41.15,-96.04,26.08,94,3.6,1
barcelona,898,41.38,2.18,20.52,78,2.6,0
baruun-urt,899,46.68,113.28,28.81,32,4.19,14
high level,900,58.52,-117.13,23,38,4.6,20
mamallapuram,901,12.63,80.17,28,83,3.6,40
freilassing,902,47.84,12.98,12.16,87,2.1,2
sangmelima,903,2.93,11.98,18.31,99,1,100
kalmunai,904,7.42,81.82,29.71,56,1.3,100
killorglin,905,52.1,-9.78,12.41,94,1.04,13
urdzhar,906,,,,,,
oum hadjer,907,13.3,19.7,27.31,59,3.97,100
kariba,908,-16.53,28.78,13.41,81,3.43,35
verkh-usugli,909,52.7,115.17,24.81,40,1.84,0
lensk,910,60.71,114.91,22.31,46,3.9,63
abu kamal,911,34.45,40.92,22.41,66,6.49,0
gravatai,912,-29.94,-50.99,8.63,93,1.5,75
chumikan,913,54.72,135.31,25.61,55,2.46,0
mangaratiba,914,-22.96,-44.04,20.16,93,2.1,0
anakapalle,915,17.69,83,30,66,3.6,20
jurado,916,,,,,,
urumqi,917,,,,,,
batagay-alyta,918,67.8,130.41,13.71,43,2.12,9
aracaju,919,-10.92,-37.08,21,94,1.5,20
ciudad bolivar,920,8.12,-63.55,25.01,82,3.24,13
rolim de moura,921,,,,,,
belaya glina,922,46.08,40.86,17.61,92,3.14,93
salina,923,38.84,-97.61,24.67,65,2.6,1
ayorou,924,14.73,0.92,32.01,40,5.77,18
haibowan,925,,,,,,
lokosovo,926,61.13,74.84,25.51,54,4.95,0
nizhneyansk,927,,,,,,
tete,928,-16.16,33.59,14,87,1.56,20
lagos,929,6.46,3.39,24,94,1,20
joao pinheiro,930,-17.74,-46.17,17.81,45,1.1,0
tabou,931,4.42,-7.36,23.11,90,1.68,100
mareeba,932,-16.99,145.42,21.99,46,9.3,75
damghan,933,36.17,54.34,23.61,34,7.2,55
haines junction,934,60.75,-137.51,13.61,52,5.05,98
pipri,935,24.21,83.02,32.01,58,3.72,59
bull savanna,936,17.89,-77.59,28.41,73,1.1,28
balakhta,937,55.38,91.62,15.21,87,1.88,97
churapcha,938,62,132.43,24.61,48,3.01,73
beba,939,22.44,-79.73,27,78,3.1,40
luba,940,17.32,120.7,29.41,73,3.91,82
sindand,941,,,,,,
novo aripuana,942,-5.12,-60.38,22.71,93,0.55,0
can,943,46.08,11.97,14.81,88,3.6,5
porto walter,944,-8.27,-72.74,21.61,88,0.87,13
miles city,945,46.41,-105.84,24,44,5.7,1
ayolas,946,-27.39,-56.84,11.01,87,2.07,0
muisne,947,0.61,-80.02,24.31,81,2.64,100
portland,948,43.66,-70.25,18.79,72,2.1,1
swan hill,949,-35.34,143.56,11.51,75,5.86,100
buenavista,950,4.36,-75.74,21.77,93,1,40
damphu,951,27.07,90.11,21.71,81,0.94,100
vila,952,45.18,8.4,14.52,93,2.1,0
grand island,953,40.92,-98.34,26.25,61,2.1,1
rolla,954,37.95,-91.77,22.61,88,3.1,90
bogatynia,955,50.91,14.95,12.45,83,1.34,100
mildura,956,-34.18,142.16,13.42,82,4.1,90
bayir,957,37.27,28.22,17.8,88,1,0
baker city,958,44.77,-117.83,19.64,52,6.7,20
uruzgan,959,32.93,66.63,22.21,16,3.23,0
erzurum,960,39.91,41.27,10,81,1,0
storforshei,961,66.4,14.52,7.22,98,0.45,100
cuamba,962,-14.8,36.54,12.21,94,1.29,64
ciudad guayana,963,8.32,-62.69,25.01,84,3.47,11
del rio,964,29.36,-100.9,31.77,55,2.1,1
gandorhun,965,8.44,-10.86,21.01,99,0.76,95
wajima,966,37.4,136.9,22,83,1,75
tromso,967,69.65,18.96,8.31,87,3.6,100
santa cruz de la palma,968,28.68,-17.76,22,73,7.7,90
bathsheba,969,13.22,-59.52,27.2,78,9.8,75
lakes entrance,970,-37.88,147.99,15.05,68,9.24,100
bud,971,62.91,6.91,9.73,93,3.1,62
pennagaram,972,12.13,77.9,25.41,69,2.95,100
safford,973,32.83,-109.71,30.57,19,1.5,1
parana,974,-7.52,-72.89,21.51,95,0.55,0
marabba,975,12.35,32.18,27.51,59,2.17,37
lukovetskiy,976,64.29,41.92,11,100,1,40
viedma,977,-40.81,-62.99,7.21,51,5.56,0
yarensk,978,62.17,49.09,14.41,86,2.93,100
cheney,979,47.49,-117.58,19.14,42,2.6,40
taganak,980,6.08,118.3,27.84,74,4.1,75
whyalla,981,-33.04,137.58,12,93,3.6,90
dunedin,982,-45.87,170.5,8.89,63,3.13,62
palasa,983,,,,,,
nakusp,984,50.24,-117.8,15.56,88,1.09,91
agropoli,985,40.35,15,19.75,36,1.79,100
mamakan,986,57.82,114.02,25.01,51,1.88,100
kidal,987,18.44,1.41,31.41,20,0.7,3
leningradskiy,988,69.38,178.42,2.01,94,0.42,100
sumbawa,989,,,,,,
kargopol,990,61.51,38.95,10.21,75,1.1,60
velyka mykhaylivka,991,47.08,29.85,13.81,90,3.55,12
meiktila,992,20.88,95.86,27.11,74,5.24,72
mount pleasant,993,33.16,-94.97,26.24,78,2,1
kununurra,994,-15.77,128.74,25,13,4.6,33
blagoyevo,995,63.37,47.92,13.91,91,1.95,99
kindu,996,-2.95,25.92,21.01,83,1.05,0
ngukurr,997,,,,,,
satitoa,998,,,,,,
mandsaur,999,24.07,75.07,27.41,66,9.54,100
mrirt,1000,,,,,,
